sgRNA	Gene	D9_rep1_SSEA5_hi	D9_rep1_SSEA5_low	D9_rep2_SSEA5_hi	D9_rep2_SSEA5_low	D9_rep3_SSEA5_hi	D9_rep3_SSEA5_low
EpiKDlib_UBR5_2053	UBR5	44	197	41	251	47	110
EpiKDlib_SRCAP_1812	SRCAP	4	5	4	14	6	2
EpiKDlib_ZNF217_2192	ZNF217	23	86	10	84	20	49
EpiKDlib_ELP2_549	ELP2	19	3	16	9	23	3
EpiKDlib_BRCA2_213	BRCA2	6	6	21	37	5	0
EpiKDlib_PAXIP1_1299	PAXIP1	26	963	27	1115	42	550
EpiKDlib_UBE2D3_2031	UBE2D3	14	10	26	25	17	4
EpiKDlib_SRSF1_1816	SRSF1	13	21	5	7	4	1
EpiKDlib_SSRP1_1828	SSRP1	16	24	10	31	15	28
EpiKDlib_KDM4D_938	KDM4D	83	119	59	143	80	30
EpiKDlib_TONSL_1981	TONSL	20	11	14	20	14	15
EpiKDlib_MAZ_1022	MAZ	53	70	45	71	81	34
EpiKDlib_EXOSC8_607	EXOSC8	59	39	61	55	118	14
EpiKDlib_FBL_638	FBL	11	6	21	13	11	0
EpiKDlib_TLK1_1969	TLK1	11	6	12	4	6	0
EpiKDlib_SRSF3_1818	SRSF3	36	8	49	8	32	8
EpiKDlib_DMAP1_472	DMAP1	26	16	39	76	34	10
EpiKDlib_MUM1_1119	MUM1	12	13	19	33	10	0
EpiKDlib_SKP1_1731	SKP1	21	21	24	32	26	6
EpiKDlib_SETD1A_1655	SETD1A	41	14	11	13	24	5
EpiKDlib_CHD1L_356	CHD1L	5	0	1	0	1	1
EpiKDlib_CXXC1_450	CXXC1	19	30	24	24	22	22
EpiKDlib_NFRKB_1179	NFRKB	9	216	29	314	13	102
EpiKDlib_NOC2L_1239	NOC2L	9	21	13	11	15	11
EpiKDlib_TAF9_1921	TAF9	18	38	10	67	25	22
EpiKDlib_TAF7_1916	TAF7	12	5	18	47	31	7
EpiKDlib_ACTL6A_8	ACTL6A	44	17	7	19	11	9
EpiKDlib_MAX_1018	MAX	56	71	67	103	60	18
EpiKDlib_SKP1_1732	SKP1	9	8	11	16	6	13
EpiKDlib_EXOSC9_611	EXOSC9	34	37	86	88	40	20
EpiKDlib_PSIP1_1504	PSIP1	21	77	16	42	33	26
EpiKDlib_ZFP57_2171	ZFP57	15	11	17	16	17	13
EpiKDlib_HJURP_767	HJURP	18	11	13	41	30	4
EpiKDlib_INO80_837	INO80	31	40	63	139	35	17
EpiKDlib_UHRF1_2063	UHRF1	32	23	49	62	39	6
EpiKDlib_BANP_179	BANP	25	68	14	57	25	18
EpiKDlib_DR1_521	DR1	42	66	6	25	25	17
EpiKDlib_ASH2L_119	ASH2L	11	2	8	8	6	1
EpiKDlib_CIR1_394	CIR1	20	10	20	15	8	2
EpiKDlib_HCFC1_707	HCFC1	50	23	28	35	40	11
EpiKDlib_RBBP5_1538	RBBP5	13	17	22	19	9	1
EpiKDlib_HJURP_765	HJURP	28	6	13	18	26	10
EpiKDlib_CHD7_373	CHD7	9	8	18	6	24	10
EpiKDlib_SRSF1_1814	SRSF1	15	19	5	27	25	19
EpiKDlib_SS18L1_1822	SS18L1	37	20	24	5	24	6
EpiKDlib_PAGR1_1280	PAGR1	50	2455	67	2406	99	1150
EpiKDlib_BRPF1_249	BRPF1	27	127	18	148	19	46
EpiKDlib_NOC2L_1237	NOC2L	21	9	43	20	14	1
EpiKDlib_SUZ12_1865	SUZ12	37	70	72	84	47	31
EpiKDlib_TTK_2016	TTK	14	4	24	47	26	7
EpiKDlib_ACTR3B_15	ACTR3B	28	1	12	38	13	1
EpiKDlib_L3MBTL1_985	L3MBTL1	5	4	8	2	30	7
EpiKDlib_KAT5_896	KAT5	11	0	9	16	41	8
EpiKDlib_BRD9_238	BRD9	10	95	21	50	14	19
EpiKDlib_ELP3_554	ELP3	23	15	29	25	6	3
EpiKDlib_BUB1_262	BUB1	13	4	13	7	20	1
EpiKDlib_TAF1_1882	TAF1	2	33	6	28	29	17
EpiKDlib_TAF6_1909	TAF6	8	10	3	13	9	2
EpiKDlib_TAF1L_1892	TAF1L	5	3	5	3	4	6
EpiKDlib_TAF7_1915	TAF7	31	56	25	75	41	29
EpiKDlib_CUL2_433	CUL2	10	4	19	9	8	0
EpiKDlib_PRPF31_1499	PRPF31	3	0	7	11	18	0
EpiKDlib_MSL1_1097	MSL1	11	13	16	14	10	3
EpiKDlib_PBRM1_1304	PBRM1	8	16	6	17	2	3
EpiKDlib_RNF20_1581	RNF20	14	6	16	23	3	1
EpiKDlib_PPP2CA_1397	PPP2CA	14	40	23	6	21	4
EpiKDlib_ACTL6A_7	ACTL6A	21	9	28	14	4	5
EpiKDlib_RNF168_1574	RNF168	31	33	46	89	42	26
EpiKDlib_PRDM14_1419	PRDM14	18	343	24	489	13	146
EpiKDlib_YEATS2_2140	YEATS2	46	8	19	21	43	5
EpiKDlib_ACTR6_21	ACTR6	14	2	11	3	4	6
EpiKDlib_RBBP4_1535	RBBP4	13	1	13	16	22	2
EpiKDlib_CCDC101_300	CCDC101	17	340	71	484	93	144
EpiKDlib_ASH2L_118	ASH2L	7	0	20	12	23	11
EpiKDlib_EXOSC1_585	EXOSC1	21	29	7	17	10	0
EpiKDlib_TAF10_1886	TAF10	11	9	4	59	9	10
EpiKDlib_KANSL2_881	KANSL2	29	18	49	45	29	3
EpiKDlib_MYSM1_1128	MYSM1	22	23	9	13	26	8
EpiKDlib_C11orf30_264	C11orf30	9	14	6	17	6	1
EpiKDlib_HDAC2_722	HDAC2	19	10	40	22	58	6
EpiKDlib_NASP_1145	NASP	16	19	32	61	36	19
EpiKDlib_ACTR8_22	ACTR8	30	40	25	59	35	22
EpiKDlib_MBIP_1041	MBIP	39	25	38	40	16	8
EpiKDlib_KDM8_964	KDM8	31	60	27	115	33	29
EpiKDlib_SETD2_1661	SETD2	22	0	19	12	25	5
EpiKDlib_NCL_1153	NCL	34	15	35	34	37	4
EpiKDlib_DNTTIP2_496	DNTTIP2	10	18	8	33	8	13
EpiKDlib_NSL1_1259	NSL1	25	20	18	20	33	8
EpiKDlib_AURKB_163	AURKB	19	3	10	14	17	0
EpiKDlib_SUPT6H_1841	SUPT6H	6	7	4	14	4	7
EpiKDlib_HMG20B_778	HMG20B	24	11	39	9	39	2
EpiKDlib_PPP2CA_1398	PPP2CA	21	183	15	139	24	93
EpiKDlib_ING3_829	ING3	18	2	40	19	42	0
EpiKDlib_CDK7_326	CDK7	18	16	20	14	8	2
EpiKDlib_MYBBP1A_1122	MYBBP1A	25	18	22	6	19	3
EpiKDlib_SUPT6H_1842	SUPT6H	9	21	13	68	13	20
EpiKDlib_CTR9_429	CTR9	8	27	13	42	16	10
EpiKDlib_SUDS3_1833	SUDS3	35	32	26	29	26	14
EpiKDlib_SS18L1_1820	SS18L1	32	8	51	35	12	2
EpiKDlib_BMI1_205	BMI1	5	3	3	4	0	2
EpiKDlib_DTX3L_524	DTX3L	4	5	14	24	6	5
EpiKDlib_PRMT5_1484	PRMT5	24	7	25	9	33	9
EpiKDlib_VPS72_2117	VPS72	5	0	6	1	3	0
EpiKDlib_MBD3_1030	MBD3	8	0	8	8	8	0
EpiKDlib_CUL4B_443	CUL4B	54	16	21	40	35	2
EpiKDlib_KAT8_907	KAT8	8	7	22	41	1	8
EpiKDlib_ATRX_152	ATRX	9	10	25	25	25	13
EpiKDlib_PHF8_1370	PHF8	1	1	0	0	2	0
EpiKDlib_RBBP4_1534	RBBP4	5	0	24	11	7	6
EpiKDlib_ZZZ3_2217	ZZZ3	19	4	22	25	9	3
EpiKDlib_GADD45A_664	GADD45A	9	4	12	15	17	4
EpiKDlib_EXOSC8_608	EXOSC8	23	10	30	26	26	5
EpiKDlib_RUVBL1_1604	RUVBL1	12	10	24	18	20	3
EpiKDlib_CDK9_329	CDK9	3	4	8	4	5	1
EpiKDlib_RBBP4_1536	RBBP4	30	2	20	17	29	14
EpiKDlib_WDR77_2129	WDR77	7	1	17	8	2	0
EpiKDlib_EXOSC2_590	EXOSC2	9	1	23	10	32	3
EpiKDlib_DDX21_463	DDX21	10	0	11	1	4	0
EpiKDlib_KANSL2_880	KANSL2	16	4	11	15	22	5
EpiKDlib_EXOSC1_586	EXOSC1	7	14	8	11	56	1
EpiKDlib_RAD51_1507	RAD51	14	8	46	33	31	4
EpiKDlib_BARD1_185	BARD1	16	9	0	14	0	1
EpiKDlib_CDK1_311	CDK1	15	6	28	24	34	18
EpiKDlib_ING2_825	ING2	6	0	13	12	22	9
EpiKDlib_SUPT6H_1843	SUPT6H	13	159	9	73	8	9
EpiKDlib_NPM1_1243	NPM1	20	6	24	46	49	6
EpiKDlib_CDC73_308	CDC73	14	2	42	35	28	2
EpiKDlib_DPY30_515	DPY30	3	0	2	7	2	0
EpiKDlib_ACTR8_23	ACTR8	2	0	0	0	0	0
EpiKDlib_ASH2L_117	ASH2L	22	2	22	32	18	3
EpiKDlib_RUVBL1_1603	RUVBL1	8	1	16	12	3	4
EpiKDlib_EXOSC4_596	EXOSC4	7	7	13	10	7	0
EpiKDlib_KEAP1_966	KEAP1	12	36	13	13	13	2
EpiKDlib_EXOSC1_587	EXOSC1	12	13	17	38	31	9
EpiKDlib_SMYD4_1790	SMYD4	22	20	12	28	19	5
EpiKDlib_PPP4R2_1402	PPP4R2	13	46	7	117	10	32
EpiKDlib_UBE2T_2045	UBE2T	2	2	6	12	8	4
EpiKDlib_PHC3_1337	PHC3	6	3	3	2	1	1
EpiKDlib_TAF8_1918	TAF8	6	1	19	22	6	4
EpiKDlib_SIRT1_1718	SIRT1	11	24	13	30	13	8
EpiKDlib_SETD8_1680	SETD8	3	0	10	4	5	4
EpiKDlib_TAF8_1919	TAF8	17	2	20	25	15	8
EpiKDlib_DNAJC2_479	DNAJC2	9	5	12	16	12	0
EpiKDlib_CUL2_434	CUL2	7	9	26	41	41	9
EpiKDlib_HP1BP3_800	HP1BP3	7	0	12	13	7	1
EpiKDlib_NSD2_1254	NSD2	7	10	8	25	4	0
EpiKDlib_NSD1_1251	NSD1	6	11	4	1	12	5
EpiKDlib_CDK9_330	CDK9	8	15	15	10	18	1
EpiKDlib_SMARCD3_1766	SMARCD3	3	21	8	14	5	8
EpiKDlib_BARD1_183	BARD1	6	4	6	10	19	4
EpiKDlib_RUVBL2_1608	RUVBL2	5	6	21	10	6	3
EpiKDlib_YEATS2_2139	YEATS2	13	11	11	21	8	11
EpiKDlib_FBL_637	FBL	3	14	7	9	28	2
EpiKDlib_CXXC1_449	CXXC1	2	3	4	7	7	0
EpiKDlib_ING1_823	ING1	7	0	19	39	3	0
EpiKDlib_CHAF1B_349	CHAF1B	3	3	7	13	0	0
EpiKDlib_RNF40_1582	RNF40	2	8	17	20	30	10
EpiKDlib_CHEK1_384	CHEK1	8	9	4	9	23	4
EpiKDlib_KAT2A_890	KAT2A	2	25	8	60	8	11
EpiKDlib_MAX_1019	MAX	7	4	10	10	13	16
EpiKDlib_CLNS1A_400	CLNS1A	3	12	22	10	25	2
EpiKDlib_CTR9_427	CTR9	8	34	12	14	4	0
EpiKDlib_CHAF1B_350	CHAF1B	4	0	7	13	2	1
EpiKDlib_BRCA2_214	BRCA2	6	6	27	12	6	2
EpiKDlib_MBTD1_1045	MBTD1	2	0	2	2	0	1
EpiKDlib_APOBEC2_63	APOBEC2	2	2	2	0	4	2
EpiKDlib_USP36_2094	USP36	7	2	12	7	17	0
EpiKDlib_APEX1_59	APEX1	5	10	22	25	24	4
EpiKDlib_C17orf49_269	C17orf49	2	0	10	12	2	2
EpiKDlib_TAF2_1893	TAF2	3	0	8	4	3	0
EpiKDlib_TAF2_1894	TAF2	3	7	5	13	20	2
EpiKDlib_SRCAP_1813	SRCAP	3	5	6	13	12	2
EpiKDlib_MLLT1_1070	MLLT1	4	5	4	6	7	6
EpiKDlib_ELP4_555	ELP4	1	5	8	9	33	0
EpiKDlib_WDR5_2124	WDR5	3	2	7	10	0	3
EpiKDlib_PBRM1_1305	PBRM1	1	4	6	13	11	3
EpiKDlib_PHF10_1344	PHF10	1	2	22	4	14	0
EpiKDlib_DDX21_464	DDX21	1	4	18	12	0	0
EpiKDlib_HINFP_757	HINFP	2	2	12	16	18	2
EpiKDlib_TONSL_1980	TONSL	1	5	3	7	14	4
EpiKDlib_KANSL3_883	KANSL3	0	21	9	26	3	5
EpiKDlib_BRD9_239	BRD9	0	6	0	9	3	2
EpiKDlib_SMARCD2_1765	SMARCD2	0	1	0	1	1	0
EpiKDlib_PAF1_1277	PAF1	0	1	1	0	0	0
EpiKDlib_SRSF1_1815	SRSF1	0	5	5	12	0	1
EpiKDlib_CIT_399	CIT	0	2	2	3	6	0
EpiKDlib_MBD3_1029	MBD3	0	1	10	3	0	0
EpiKDlib_TAF8_1917	TAF8	0	2	3	2	1	3
EpiKDlib_BAP1_181	BAP1	0	0	21	6	3	1
EpiKDlib_CLNS1A_402	CLNS1A	0	0	8	17	0	0
EpiKDlib_EP400_572	EP400	0	0	5	9	5	0
EpiKDlib_CARM1_273	CARM1	0	0	3	3	0	0
EpiKDlib_MYBBP1A_1124	MYBBP1A	0	0	3	0	2	0
EpiKDlib_CHAF1B_351	CHAF1B	0	0	3	11	1	0
EpiKDlib_CLNS1A_401	CLNS1A	0	0	3	0	0	0
EpiKDlib_POGZ_1384	POGZ	0	0	0	1	0	0
EpiKDlib_PPM1G_1394	PPM1G	0	0	0	2	1	1
EpiKDlib_CHAF1A_348	CHAF1A	0	0	0	0	0	0
EpiKDlib_EXOSC5_597	EXOSC5	0	0	0	0	0	0
